Job_Title,Location,Locality,State,Work_Mode,Job_Category,Salary,Salary_Type,Monthly_Salary_INR
HR Team,"Saravanampatti, Coimbatore, Tamil Nadu",Saravanampatti,Tamil Nadu,On-site,HR and Recruitment,Not Disclosed,Not Disclosed,19250.0
Quality Analyst Fresher,"Sanjeeva Reddy Nagar, Hyderabad, Telangana",Sanjeeva Reddy Nagar,Telangana,On-site,Other,"18,000 - 25,000 a month",Monthly,21500.0
Facilitator,"Jaipur, Rajasthan",Jaipur,Rajasthan,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Analyst Healthcare,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Healthcare,Not Disclosed,Not Disclosed,19250.0
Application Developer,"Perungudi, Chennai, Tamil Nadu",Perungudi,Tamil Nadu,On-site,IT and Technology,"From 18,870 a month",Monthly,19250.0
Ticketing Executive,"Nagpur, Maharashtra",Nagpur,Maharashtra,On-site,Other,"8,000 - 20,000 a month",Monthly,14000.0
Technical Analysts - Trainee,"Bandra, Mumbai, Maharashtra",Bandra,Maharashtra,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Delivery Executive/Delivery Partner,Delhi,Delhi,Delhi,On-site,Logistics and Delivery,"18,000 - 35,000 a month",Monthly,26500.0
Freshers/TraineesRegister,"Noida, Uttar Pradesh",Noida,Uttar Pradesh,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Video Editor,Remote,Remote,Remote,Remote,Other,Not Disclosed,Not Disclosed,19250.0
Fresher Data Entry Operator (DEO),"JNU New Campus, Delhi, Delhi",JNU New Campus,Delhi,On-site,IT and Technology,"13,200 - 19,000 a month",Monthly,16100.0
Adonis Manufacturing Pvt Ltd ( Freshers Hiring Permanent ),"Sriperumpudur, Chennai, Tamil Nadu",Sriperumpudur,Tamil Nadu,On-site,Other,"15,000 - 20,000 a month",Monthly,17500.0
Sales Executive,"Dehradun, Uttarakhand",Dehradun,Uttarakhand,On-site,Sales and Marketing,"From 8,086 a month",Monthly,19250.0
Billing Executive,"Gopichettipalaiyam, Tamil Nadu",Gopichettipalaiyam,Tamil Nadu,On-site,Finance and Accounts,"12,000 - 15,000 a month",Monthly,13500.0
Internal Stock Audit,"Vellore, Tamil Nadu",Vellore,Tamil Nadu,On-site,Finance and Accounts,Not Disclosed,Not Disclosed,19250.0
Trainee Mechanical,"Kochi, Kerala",Kochi,Kerala,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Research Assistant,"Nagercoil, Tamil Nadu",Nagercoil,Tamil Nadu,On-site,Other,"1,44,000 - 1,80,000 a year",Annual,162000.0
Regional Language Content Writer (On-site Job),"Noida, Uttar Pradesh",Noida,Uttar Pradesh,On-site,Other,"18,000 - 25,000 a month",Monthly,21500.0
Hiring MBA Freshers,"Kochi, Kerala",Kochi,Kerala,On-site,Other,"5,000 - 18,000 a month",Monthly,11500.0
Management Trainee,"Mumbai, Maharashtra",Mumbai,Maharashtra,On-site,IT and Technology,"5,00,000 - 7,00,000 a year",Annual,600000.0
Manager Tumble Dry,"Ambattur, Chennai, Tamil Nadu",Ambattur,Tamil Nadu,On-site,Management,"13,000 - 20,000 a month",Monthly,16500.0
Cloud Support Trainee,"Calicut, Kerala",Calicut,Kerala,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Public Relations Coordinator,"Kochi, Kerala",Kochi,Kerala,On-site,Other,"20,000 - 50,000 a month",Monthly,35000.0
Trainee - Digital,Remote,Remote,Remote,Remote,IT and Technology,"Up to 15,000 a month",Monthly,19250.0
Hindi Tele sale Voice Process. Jayanagar Bangalore- Only Fresher,"Jayanagar, Bengaluru, Karnataka",Jayanagar,Karnataka,On-site,Other,"18,000 - 25,000 a month",Monthly,21500.0
Course Councillor fresher,"Kochi, Kerala",Kochi,Kerala,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Data Entry Executive,Remote,Remote,Remote,Remote,IT and Technology,"10,203.72 - 35,311.73 a month",Monthly,22757.725
Fire Engineer (Fresher),"Kochi, Kerala",Kochi,Kerala,On-site,IT and Technology,"40,000 - 60,000 a month",Monthly,50000.0
Management Trainee - Talent Acquisition,"Mumbai, Maharashtra",Mumbai,Maharashtra,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Hiring Freshers ! AR Trainee -RCM,"Kochi, Kerala",Kochi,Kerala,On-site,IT and Technology,"9,831.16 - 20,000.00 a month",Monthly,14915.58
Data Research Trainee,"Pune, Maharashtra",Pune,Maharashtra,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Multimedia Educator fresher,Delhi,Delhi,Delhi,On-site,Other,"2,00,000 - 3,00,000 a year",Annual,250000.0
RO/SRO/ABM Business Operations,India,India,India,On-site,Other,Not Disclosed,Not Disclosed,19250.0
STATE BANK OF INDIA,"Puducherry, Puducherry",Puducherry,Puducherry,On-site,Other,"13,000 - 18,000 a month",Monthly,15500.0
Managers,"Kochi, Kerala",Kochi,Kerala,On-site,Management,"25,000 - 60,000 a month",Monthly,42500.0
Fresher BE Graduates,"Vasco Da Gama, Goa",Vasco Da Gama,Goa,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Store Keeper,"Kochi, Kerala",Kochi,Kerala,On-site,Other,"15,000 - 17,000 a month",Monthly,16000.0
Contract Data Analyst,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Trainee Engineers,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Research Associate - Freshers,"Banaswadi, Bengaluru, Karnataka",Banaswadi,Karnataka,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Early Career Trainee,"Kochi, Kerala",Kochi,Kerala,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Data Processor - Business Analytics,"Technopark, Thiruvananthapuram, Kerala",Technopark,Kerala,On-site,IT and Technology,"20,000 - 40,000 a month",Monthly,30000.0
Territory Sales Officer (Pathanamthitta),"Pathanamthitta, Kerala",Pathanamthitta,Kerala,On-site,Sales and Marketing,"3,00,000 - 4,00,000 a year",Annual,350000.0
Cashiers,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Other,Not Disclosed,Not Disclosed,19250.0
voice process,Remote,Remote,Remote,Remote,Other,Not Disclosed,Not Disclosed,19250.0
Research Analyst,"Pune, Maharashtra",Pune,Maharashtra,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Content Trainee,Remote,Remote,Remote,Remote,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Fresher-BCOM,"Delhi, Delhi",Delhi,Delhi,On-site,Other,"15,000 - 20,000 a month",Monthly,17500.0
Trainee,"Jeedimetla, Hyderabad, Telangana",Jeedimetla,Telangana,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Management Trainee (Marketing)- Only Male Candidates,"Pathanamthitta, Kerala",Pathanamthitta,Kerala,On-site,IT and Technology,"10,000 - 15,000 a month",Monthly,12500.0
Fresher hiring for BDE role,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,On-site,Other,"3,00,000 - 4,50,000 a year",Annual,375000.0
HR Trainee,"Edappal, Kerala",Edappal,Kerala,On-site,IT and Technology,"8,000 - 10,000 a month",Monthly,9000.0
Student Counsellor,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Other,"30,000 - 45,000 a month",Monthly,37500.0
Consultant -Campus Fresher 2023,"Hyderabad, Telangana",Hyderabad,Telangana,On-site,Other,Not Disclosed,Not Disclosed,19250.0
OFFICE EXECUTIVE,"Barddhaman, West Bengal",Barddhaman,West Bengal,On-site,Other,"10,000 - 15,000 a month",Monthly,12500.0
Trainee Management Associate-Packing,"Mohali, Punjab",Mohali,Punjab,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Trainee - Analyst,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Delivery Executive,"Nemmara, Kerala",Nemmara,Kerala,On-site,Logistics and Delivery,"12,500 - 25,000 a month",Monthly,18750.0
HR Executive (Trainee),"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Graduate Engineer Trainee (GET) Aeronautical / Aerospace,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
State Bank Of India ( BRE Cards },"Partibanur, Tamil Nadu",Partibanur,Tamil Nadu,On-site,Other,"15,000 - 19,000 a month",Monthly,17000.0
Community Manager,"Noida, Uttar Pradesh",Noida,Uttar Pradesh,On-site,Management,"20,000 - 25,000 a month",Monthly,22500.0
Data Entry Officer,"Pimpri-Chinchwad, Maharashtra",Pimpri-Chinchwad,Maharashtra,On-site,IT and Technology,"10,162.39 - 35,027.08 a month",Monthly,22594.735
Cyber Security Engineer,"Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Production Trainee,"Vadodara, Gujarat",Vadodara,Gujarat,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Production Coordinator,"Mundakayam, Kerala",Mundakayam,Kerala,On-site,Other,"Up to 15,000 a month",Monthly,19250.0
System Engineer - Trainee,"Kizhake Chalakudi, Kerala",Kizhake Chalakudi,Kerala,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Trainee - Operations (IP Services),"Calicut, Kerala",Calicut,Kerala,On-site,IT and Technology,"1,80,000 - 2,50,000 a year",Annual,215000.0
Trainee Research Associate,"Noida, Uttar Pradesh",Noida,Uttar Pradesh,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Trainee Test Engineer,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Software Developers Trainee (.Net),Kerala,Kerala,Kerala,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Business Development Executive (BDE),"Dwarka, Delhi, Delhi",Dwarka,Delhi,On-site,Sales and Marketing,"From 30,000 a month",Monthly,19250.0
Medical Representatve for OPD Camps (Bengaluru),"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Healthcare,"20,000 - 22,000 a month",Monthly,21000.0
Assistant Supervisor,"Kolkata, West Bengal",Kolkata,West Bengal,On-site,Management,"15,000 - 25,000 a month",Monthly,20000.0
PACKING STAFF,"Calicut, Kerala",Calicut,Kerala,On-site,Other,From 35 an hour,Hourly,19250.0
Accountant Trainee,"Thrissur, Kerala",Thrissur,Kerala,On-site,IT and Technology,"14,000 - 16,000 a month",Monthly,15000.0
Delivery executive,"Venjaramudu, Kerala",Venjaramudu,Kerala,On-site,Logistics and Delivery,"15,000 - 30,000 a month",Monthly,22500.0
Category Head - Mobile,"Chinnamanur, Tamil Nadu",Chinnamanur,Tamil Nadu,On-site,Management,"20,000 - 25,000 a month",Monthly,22500.0
Hindi speaking Receptionist,"Anna Nagar Western Extn, Chennai, Tamil Nadu",Anna Nagar Western Extn,Tamil Nadu,On-site,Other,"10,000 - 20,000 a month",Monthly,15000.0
Testing & Calibration Engg.,"Jaipur, Rajasthan",Jaipur,Rajasthan,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Game Tester,"Mira Road, Mumbai, Maharashtra",Mira Road,Maharashtra,On-site,Other,"9,000 - 10,000 a month",Monthly,9500.0
Content Creator,Remote,Remote,Remote,Remote,Other,"Up to 5,000 a month",Monthly,19250.0
Technical Trainer,"Mohali, Punjab",Mohali,Punjab,On-site,IT and Technology,"40,000 - 1,20,000 a month",Monthly,80000.0
Execuitve Assistant,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Design and Creative,Not Disclosed,Not Disclosed,19250.0
Bank Follow Up Officer (sme),"Kochi, Kerala",Kochi,Kerala,On-site,Other,"From 15,000 a month",Monthly,19250.0
Computer Operator,"Morbi, Gujarat",Morbi,Gujarat,On-site,Other,"10,000 - 30,000 a month",Monthly,20000.0
Management Trainee,"Mayur Vihar, Delhi, Delhi",Mayur Vihar,Delhi,On-site,IT and Technology,"2,50,000 a year",Annual,250000.0
Trainee Medical Writer,"Delhi, Delhi",Delhi,Delhi,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Production Executive,"Palghat, Kerala",Palghat,Kerala,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Graduate Engineer Trainee,"Bharuch, Gujarat",Bharuch,Gujarat,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
HR Assistant,"Thrissur, Kerala",Thrissur,Kerala,On-site,HR and Recruitment,"11,000 - 13,000 a month",Monthly,12000.0
Fresher Engineer,"Jaipur, Rajasthan",Jaipur,Rajasthan,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Accountant (Tally),"Mysuru, Karnataka",Mysuru,Karnataka,On-site,Finance and Accounts,"15,000 - 30,000 a month",Monthly,22500.0
Answerclub Knowledge contributor,Remote,Remote,Remote,Remote,Other,"1,200 - 5,000 a month",Monthly,3100.0
Field Collection Executive,"Haripad, Kerala",Haripad,Kerala,On-site,Other,"12,000 - 30,000 a month",Monthly,21000.0
Operational Specialist,"Calicut, Kerala",Calicut,Kerala,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Graphic Designer & Video Editor,Remote,Remote,Remote,Remote,Design and Creative,"5,000 - 10,000 a month",Monthly,7500.0
Calibration Engineer(fresher),"Ambli, Ahmedabad, Gujarat",Ambli,Gujarat,On-site,IT and Technology,"Up to 35,000 a month",Monthly,19250.0
Technical Support,"Kochi, Kerala",Kochi,Kerala,On-site,Customer Service,Not Disclosed,Not Disclosed,19250.0
GRAPHIC DESIGNER,"Kollam, Kerala",Kollam,Kerala,On-site,Design and Creative,Not Disclosed,Not Disclosed,19250.0
Office Asistant,"Pollachi, Tamil Nadu",Pollachi,Tamil Nadu,On-site,Other,"From 10,000 a month",Monthly,19250.0
Officer - Security,"Kochi, Kerala",Kochi,Kerala,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Collection Executive,"Muvattupuzha, Kerala",Muvattupuzha,Kerala,On-site,Other,"19,500 - 24,000 a month",Monthly,21750.0
Trainee Engineer,"Rudarpur, Uttarakhand",Rudarpur,Uttarakhand,On-site,IT and Technology,"20,000 - 30,000 a month",Monthly,25000.0
Development Organiser (Forestry),"Pimpalner, Maharashtra",Pimpalner,Maharashtra,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Front Office Manager,"Pathanamthitta, Kerala",Pathanamthitta,Kerala,On-site,Management,"10,000 - 20,000 a month",Monthly,15000.0
HR Trainee/Executive,"Calicut, Kerala",Calicut,Kerala,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Data Digitization Executive,"Poojappura, Thiruvananthapuram, Kerala",Poojappura,Kerala,On-site,IT and Technology,"Up to 12,000 a month",Monthly,19250.0
Trainee / Process Executive,"Salem, Tamil Nadu",Salem,Tamil Nadu,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Recruitment Trainee,India,India,India,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Freshers Walk-In (Autocad),"Yelahanka, Bengaluru, Karnataka",Yelahanka,Karnataka,On-site,Other,"15,000 - 20,000 a month",Monthly,17500.0
Business Development Executive - Fresher,"Madurai, Tamil Nadu",Madurai,Tamil Nadu,On-site,Sales and Marketing,Not Disclosed,Not Disclosed,19250.0
Business Development Associate,"Kochi, Kerala",Kochi,Kerala,On-site,Sales and Marketing,"20,000 - 45,000 a month",Monthly,32500.0
HUMAN RESOURCES INTERNSHIP -FRESHER,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,On-site,HR and Recruitment,Not Disclosed,Not Disclosed,19250.0
Engineer Support/Operations (Trainee),"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
System Analyst,"Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,On-site,Education and Training,"8,000 - 12,000 a month",Monthly,10000.0
Management Trainee - Recruitment,"Hyderabad, Telangana",Hyderabad,Telangana,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Project Coordinator,"Mundakayam, Kerala",Mundakayam,Kerala,On-site,Other,"Up to 10,000 a month",Monthly,19250.0
Trainee Intern's,"Hyderabad, Telangana",Hyderabad,Telangana,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Internship to Job Program - JS Developer,"Delhi, Delhi",Delhi,Delhi,On-site,IT and Technology,"5,000 - 25,000 a month",Monthly,15000.0
Cyber Security Trainer,"Laxmi Nagar, Delhi, Delhi",Laxmi Nagar,Delhi,On-site,IT and Technology,"6,00,000 a year",Annual,600000.0
Site Supervisor,"Kottayam, Kerala",Kottayam,Kerala,On-site,Management,"10,000 - 15,000 a month",Monthly,12500.0
Associate: Supply Chain Team,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,IT and Technology,"2,40,000 - 2,80,000 a year",Annual,260000.0
Accountant,"Sangli, Maharashtra",Sangli,Maharashtra,On-site,Finance and Accounts,Not Disclosed,Not Disclosed,19250.0
Assistant/Associate /Professors,"Pollachi, Tamil Nadu",Pollachi,Tamil Nadu,On-site,Education and Training,"30,000 - 1,00,000 a month",Monthly,65000.0
Branch Accountant,"Kochi, Kerala",Kochi,Kerala,On-site,Finance and Accounts,"12,000 - 18,000 a month",Monthly,15000.0
Fresher - Business Analyst,"Hyderabad, Telangana",Hyderabad,Telangana,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Field Officer,Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Jewellery Sales Assistant,"Virudunagar, Tamil Nadu",Virudunagar,Tamil Nadu,On-site,Sales and Marketing,"From 15,000 a month",Monthly,19250.0
Hotel Operations Manager,"Varkkallai, Kerala",Varkkallai,Kerala,On-site,Management,"15,000 - 20,000 a month",Monthly,17500.0
Diploma Holders,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Video Editor,Remote,Remote,Remote,Remote,Other,"5,000 - 20,000 a month",Monthly,12500.0
DEVELOPMENT QUALITY ASSURANCE,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,On-site,Other,Not Disclosed,Not Disclosed,19250.0
WANTED FRESHERS FOR OFFICE WORK,"Saravanampatti, Coimbatore, Tamil Nadu",Saravanampatti,Tamil Nadu,On-site,Other,"13,500 - 16,500 a month",Monthly,15000.0
Electrical Technician,"Sion, Mumbai, Maharashtra",Sion,Maharashtra,On-site,Other,"15,000 - 25,000 a month",Monthly,20000.0
Asst. Purchase Manager,"Calicut, Kerala",Calicut,Kerala,On-site,Management,"15,000 - 25,000 a month",Monthly,20000.0
Administration / Office Admin,"Laxmi Nagar, Delhi, Delhi",Laxmi Nagar,Delhi,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Process Associate,"Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Stevedore (24*7),"Tuticorin, Tamil Nadu",Tuticorin,Tamil Nadu,On-site,Other,"10,000 - 15,000 a month",Monthly,12500.0
Digital Marketing Intern,Remote,Remote,Remote,Remote,Sales and Marketing,"7,000 - 10,000 a month",Monthly,8500.0
System Officer,"Chengannur, Kerala",Chengannur,Kerala,On-site,Education and Training,"13,000 - 15,000 a month",Monthly,14000.0
Management Trainee,"Calicut, Kerala",Calicut,Kerala,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
LaTeX Research Documents Editor,"Cannanore, Kerala",Cannanore,Kerala,On-site,Other,"15,000 - 20,000 a month",Monthly,17500.0
Office Executive Fresher,"Mayur Vihar, Delhi, Delhi",Mayur Vihar,Delhi,On-site,Other,"16,500 - 22,500 a month",Monthly,19500.0
Knitting Specialist,"Palsana, Surat, Gujarat",Palsana,Gujarat,On-site,Other,"30,000 - 40,000 a month",Monthly,35000.0
Tele Caller (English - WFH),Remote,Remote,Remote,Remote,Other,"8,086.00 - 29,639.40 a month",Monthly,18862.7
Junior Process Associate (Voice Process),"Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,On-site,Other,"Up to 18,000 a month",Monthly,19250.0
Accountant,"Devanhalli, Karnataka",Devanhalli,Karnataka,On-site,Finance and Accounts,"12,000 - 15,000 a month",Monthly,13500.0
Manual Tester,"Pallavaram, Chennai, Tamil Nadu",Pallavaram,Tamil Nadu,On-site,Other,"16,000 - 34,000 a month",Monthly,25000.0
Video Editor,Remote,Remote,Remote,Remote,Other,"20,000 - 30,000 a month",Monthly,25000.0
Operator Trainee(Fresher),"Kangayam, Tamil Nadu",Kangayam,Tamil Nadu,On-site,IT and Technology,"10,000 - 12,000 a month",Monthly,11000.0
Supervisor,Remote,Remote,Remote,Remote,Management,"From 15,000 a month",Monthly,19250.0
Dog Walker,"Saket, Delhi, Delhi",Saket,Delhi,On-site,Other,"11,000 - 18,000 a month",Monthly,14500.0
Wedding Album Designers in Trivandrum,"Kariavattom, Thiruvananthapuram, Kerala",Kariavattom,Kerala,On-site,Design and Creative,"5,000 - 25,000 a month",Monthly,15000.0
BE/ ME Freshers,"Nagercoil, Tamil Nadu",Nagercoil,Tamil Nadu,On-site,Other,"10,000 - 16,000 a month",Monthly,13000.0
Research Analyst,Delhi,Delhi,Delhi,On-site,Other,Not Disclosed,Not Disclosed,19250.0
"Jio point manager in uluthurpet,madapattu, Kandachipuram, Vikravandi, Valavanur, Villupuram","Villupuram, Tamil Nadu",Villupuram,Tamil Nadu,On-site,Management,"22,000 a month",Monthly,22000.0
Academic Consultant,"Kochi, Kerala",Kochi,Kerala,On-site,Education and Training,"12,000 - 20,000 a month",Monthly,16000.0
Front Office Staff,"Bhopal, Madhya Pradesh",Bhopal,Madhya Pradesh,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Programming Assistants,"Cannanore, Kerala",Cannanore,Kerala,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Delivery Executive/Delivery Partner,"Dehradun, Uttarakhand",Dehradun,Uttarakhand,On-site,Logistics and Delivery,"18,000 - 35,000 a month",Monthly,26500.0
Video Editor,Remote,Remote,Remote,Remote,Other,"3,000 - 4,000 a month",Monthly,3500.0
Delivery Assistant,"Gulbarga, Karnataka",Gulbarga,Karnataka,On-site,Logistics and Delivery,"12,847 a month",Monthly,12847.0
HR Intern,Remote,Remote,Remote,Remote,HR and Recruitment,"10,000 - 15,000 a month",Monthly,12500.0
Trainee - Analyst Investigation,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Document Verification Executive Fresher,"Ghitorni, Delhi, Delhi",Ghitorni,Delhi,On-site,Other,"14,500 a month",Monthly,14500.0
Back Office Executive,"Pimpri-Chinchwad, Maharashtra",Pimpri-Chinchwad,Maharashtra,On-site,Other,"25,000 - 28,000 a month",Monthly,26500.0
Fresh Graduate,"Noida, Uttar Pradesh",Noida,Uttar Pradesh,On-site,Other,"15,000 - 25,000 a month",Monthly,20000.0
OT Assistant,"Tiruppur, Tamil Nadu",Tiruppur,Tamil Nadu,On-site,Other,"15,000 - 20,000 a month",Monthly,17500.0
Pizza hut- Team Member,"Pattom, Thiruvananthapuram, Kerala",Pattom,Kerala,On-site,Other,"Up to 10,500 a month",Monthly,19250.0
Graphic Designer - Amazon Products Lifestyle & Infographics,"Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,On-site,Design and Creative,"15,000 - 20,000 a month",Monthly,17500.0
Dues Coordinator intern,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,On-site,Other,"10,000 - 15,000 a month",Monthly,12500.0
Google Ads Executive(fresher/experience),"Ambli, Ahmedabad, Gujarat",Ambli,Gujarat,On-site,Other,"Up to 55,000 a month",Monthly,19250.0
Medical Scribe Trainee,Remote,Remote,Remote,Remote,IT and Technology,"35,000 a month",Monthly,35000.0
Hardware trainee - Female Candidates only,"Erode, Tamil Nadu",Erode,Tamil Nadu,On-site,IT and Technology,"From 8,000 a month",Monthly,19250.0
Trainee - Human Resource,"Rajarajeshwari Nagar, Bengaluru, Karnataka",Rajarajeshwari Nagar,Karnataka,On-site,IT and Technology,"From 25,000 a month",Monthly,19250.0
Checker and surveyor,"Mundra Bandar, Gujarat",Mundra Bandar,Gujarat,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Cinematography,"Koramangala VI Bk, Bengaluru, Karnataka",Koramangala VI Bk,Karnataka,On-site,Other,"3,19,486.86 - 15,60,207.49 a year",Annual,939847.175
Programmers,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Other,"15,000 - 25,000 a month",Monthly,20000.0
Digital Marketing Fresher,"Kochi, Kerala",Kochi,Kerala,On-site,Sales and Marketing,"3,000 - 6,000 a month",Monthly,4500.0
Financial Analyst,Delhi,Delhi,Delhi,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Sales Supervisor,"Thrissur, Kerala",Thrissur,Kerala,On-site,Sales and Marketing,"18,000 - 21,000 a month",Monthly,19500.0
QC Officer,"Kala Amb, Himachal Pradesh",Kala Amb,Himachal Pradesh,On-site,Other,"Up to 30,000 a month",Monthly,19250.0
Trainee Administrator,"Jaisalmer, Rajasthan",Jaisalmer,Rajasthan,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Soil and Rock testing assistant,"Ghaziabad, Uttar Pradesh",Ghaziabad,Uttar Pradesh,On-site,Other,"From 15,000 a month",Monthly,19250.0
Office Associate,"Amravati, Maharashtra",Amravati,Maharashtra,On-site,Other,"11,000 - 18,000 a month",Monthly,14500.0
Customer Care Executive (Preferred Hindi Speaking),Telangana,Telangana,Telangana,On-site,Healthcare,Not Disclosed,Not Disclosed,19250.0
Chartered Accountant/Semi Qualified / ICWA(CMA)/CS,"Ram Nagar, Nagpur, Maharashtra",Ram Nagar,Maharashtra,On-site,Finance and Accounts,"4,00,000 - 8,00,000 a year",Annual,600000.0
Network and hardware trainee,"Bommasandra Industrial Estate, Bengaluru, Karnataka",Bommasandra Industrial Estate,Karnataka,On-site,IT and Technology,"3,50,000 a year",Annual,350000.0
CS Trainee,"Pune, Maharashtra",Pune,Maharashtra,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Call Coordinator,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Other,"3,00,000 a year",Annual,300000.0
Worked as teacher,"Pratap Nagar, Jaipur, Rajasthan",Pratap Nagar,Rajasthan,On-site,Education and Training,"15,000 - 30,000 a month",Monthly,22500.0
Wanted Delivery Executive Boys / Girls,"Mavelikara, Kerala",Mavelikara,Kerala,On-site,Logistics and Delivery,"15,000 - 35,000 a month",Monthly,25000.0
Software Trainee / Intern,"Bhilwara, Rajasthan",Bhilwara,Rajasthan,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Team Member (QSR),"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Other,"14,000 - 15,000 a month",Monthly,14500.0
Receptionist & telecaller,"Pattom, Thiruvananthapuram, Kerala",Pattom,Kerala,On-site,Customer Service,"12,000 - 15,000 a month",Monthly,13500.0
Content Creator,"Andheri West, Mumbai, Maharashtra",Andheri West,Maharashtra,On-site,Other,"50,000 - 75,000 a month",Monthly,62500.0
Department Supervisor,"Salem, Tamil Nadu",Salem,Tamil Nadu,On-site,Management,"18,000 - 25,000 a month",Monthly,21500.0
Team Leader - Operations,"Pimpri-Chinchwad, Maharashtra",Pimpri-Chinchwad,Maharashtra,On-site,Management,"2,51,888.70 - 10,98,536.95 a year",Annual,675212.825
